Review	Score
"First time using item and it broke. The round back that screws onto the mic stand broke. I was really excited to have this and us it now that I transferred all my music sheet to my iPad. As soon as I took it off the mic stand the round piece came off. Would have rather contacted the seller than post a not so good review, but it only kept referring to delivery. I do like the product and it did hold my iPad steady even with a leather case on. Sad!"	0
Excellent simple product. Fits all of my guitars and stays out the way while playing. Easily holds 2 picks at at time on each end. Has grooves on ends and one can slide it down so that at least 2 strings fit into the grooves.	1
This pickguard was used. It not only was missing the protective plastic but it actually was scratched from being on a guitar before.	0
"I picked this up in order to boost my gain on my amp a bit.  It does a wonderful job of that (Drive set low and the level set high.  Tone set to taste.)  The additional noise it produces is relatively low, so you won't have any excessive staticy buzzing sound to deal with.  As with any other Boss pedals, it's well made and reliable."	1
"The Boss ME-70 is not as nice as the BOSS GT-10 and will not let you install BOSS GT-10 Patches by James Limborg.  I recommend getting a BOSS GT-10 and then install BOSS GT-10 Patches by James Limborg.  Now your guitar can sound like Eddie Van Halen, Joe Satriani and other guitarists studio album guitar sound with BOSS GT-10 Patches by James Limborg.  Search Google for BOSS GT-10 Patches by James Limborg."	0
"I don't know who designed the leg feature of this thing, but they need to go back to engineering school. When you unlock the legs to put them into their useable position, they're quite difficult to pop open, and once opened into place, you can see distinct spots where the paint has worn off, because the fit is too tight inside the upper body of the stand.It'd truly be nice to come across a good stand like this that used button locks to hold the legs in place, and that had more of an upright angle for the guitar. I just don't like the features of this stand at all."	0
Unless you tune to only standard tunings this thing is garbage! I tune my hellraiser to d then drop to c and it will not register. the needle either flops around constantly or just does not display the proper notes.	0
"Unhappy with it, actually I already replaced them. The method of attachment is poorly designed, it doesn't matter how tight you screw the two sections of the lock with the catch balls, the thread slips and my guitar almost fell down to the ground in a couple of occasions. Expensive locks too."	0
"I was having some problems with my Ego Compressor comp getting noisey, sent it back and found out that It Had been using a slightly drained battery, so I got one of these and it is great, nice and quiet again, half the price of the boss one."	1
"No complaints about this hardware.  Easy to install with patience, easy to use.  The click on/off system securely holds your strap, and prevents the strap binding from slipping off the post.These work like a light switch...on/off, so I'm not sure how you can rate them as poor.  There aren't really any directions, so it takes a little mechanical knowledge (just a little...it's not rocket science) to make them work.Quality metal, secure function, and easily replaces posts on instruments already equipped with standard strap posts.I've installed these on a 3/4 Hoener, Full Sized Squire Acoustic, and 2 Fender Strat's."	1
